"LABID","Duplicates","Flags","FIELDID","Animal_ID","Stage_Class","Cruise","Platform","Shipper","Shipper_Organization","Shipped_Date","Received_Date","Collection_Method","Contact_ID","CONTACT_NAME","Organization_ID","Organization","Collector","Collector_Organization","Acknowledgement","Label","LAB","SpCode","SpType","Species_Type","SpName","Genus","Species","CommonName","USE","Restrict_Description","YR","MO","DA","Location","City","Island","County","State","Country","Latitude","Latitude_Precision","Latitude_Precision_Unit","Longitude","Longitude_Precision","Longitude_Precision_Unit","OBasin","Ocean_Basin","SEX","Gender_Determination","ACCESSIONDATE","GENBANK.","GENBANK1","GENBANK2","GENBANK3","COMMENTS","Record_Creation_Date","Edit_User","Edit_Date"
39129,,,"FB27/2004",203877,,,,,,,,"BIOPSY (PROJECTILE)",632,"MICHAEL SCOTT",338,"DOLPHIN BIOLOGY RESEARCH ASSOCIATES",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Provided for stress research only, contact Dr. R. Wells, Mote Marine Lab",2004,2,2,"W. OF TIDY IS.",,"Tidy Island",,"FLORIDA","UNITED STATES OF AMERICA",27.45,1,"Minute",-82.666666,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",4/2/2004 0:00:00,,,,,"I- SKIN W/ BLUBBER,MOONFIN-LA, MOTHER OF FB224.  C/O MOTE MARINE LAB BRIAN BALMER/RANDALL WELLS 941-388-4441,FAX 941-388-4223",5/31/2012 16:08:43,"dan.prosperi",6/24/2022 7:38:35
39130,,,"FB178/2004",203878,,,,,,,,"BIOPSY (PROJECTILE)",632,"MICHAEL SCOTT",338,"DOLPHIN BIOLOGY RESEARCH ASSOCIATES",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Provided for stress research only, contact Dr. R. Wells, Mote Marine Lab",2004,2,2,"W. OF TIDY IS.",,"Tidy Island",,"FLORIDA","UNITED STATES OF AMERICA",27.45,1,"Minute",-82.666666,1,"Minute",2,"North Atlantic","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",4/2/2004 0:00:00,,,,,"I- SKIN W/BLUBBER,PI, THERMAL PAC(1HR40MIN).  C/O MOTE MARINE LAB BRIAN BALMER/RANDALL WELLS 941-388-4441,FAX 941-388-4223",5/31/2012 16:08:43,"dan.prosperi",6/24/2022 7:38:35
39131,,,"FB188/2004",203879,,,,,,,,"BIOPSY (PROJECTILE)",632,"MICHAEL SCOTT",338,"DOLPHIN BIOLOGY RESEARCH ASSOCIATES",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Provided for stress research only, contact Dr. R. Wells, Mote Marine Lab",2004,2,2,"W. OF TIDY IS.",,"Tidy Island",,"FLORIDA","UNITED STATES OF AMERICA",27.45,1,"Minute",-82.666666,1,"Minute",2,"North Atlantic","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",4/2/2004 0:00:00,,,,,"I- SKIN W/ BLUBBER, NOAH.  C/O MOTE MARINE LAB BRIAN BALMER/RANDALL WELLS 941-388-4441,FAX 941-388-4223",5/31/2012 16:08:43,"dan.prosperi",6/24/2022 7:38:35
39132,,,"FB33/2004",203880,,,,,,,,"BIOPSY (PROJECTILE)",632,"MICHAEL SCOTT",338,"DOLPHIN BIOLOGY RESEARCH ASSOCIATES",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Provided for stress research only, contact Dr. R. Wells, Mote Marine Lab",2004,2,3,"E. OF JEWISH KEY",,,,"FLORIDA","UNITED STATES OF AMERICA",27.45,1,"Minute",-82.666666,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",4/2/2004 0:00:00,,,,,"I- SKIN W/ BLUBBER,SAIDA BETH, MOTHER OF FB173, THERMAL PAC (<1MIN).  C/O MOTE MARINE LAB BRIAN BALMER/RANDALL WELLS 941-388-4441,FAX 941-388-4223",5/31/2012 16:08:43,"dan.prosperi",6/24/2022 7:38:35
39133,,,"FB09/2004",203881,,,,,,,,"BIOPSY (PROJECTILE)",632,"MICHAEL SCOTT",338,"DOLPHIN BIOLOGY RESEARCH ASSOCIATES",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Provided for stress research only, contact Dr. R. Wells, Mote Marine Lab",2004,2,3,"E. OF JEWISH KEY",,,,"FLORIDA","UNITED STATES OF AMERICA",27.45,1,"Minute",-82.666666,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",4/2/2004 0:00:00,,,,,"I- SKIN W/ BLUBBER,PUMPKIN, MOTHER OF FB177, THERMAL PAC (20MIN).  C/O MOTE MARINE LAB BRIAN BALMER/RANDALL WELLS 941-388-4441,FAX 941-388-4223",5/31/2012 16:08:43,"dan.prosperi",6/24/2022 7:38:35
39134,,,"FB173/2004",203882,,,,,,,,"BIOPSY (PROJECTILE)",632,"MICHAEL SCOTT",338,"DOLPHIN BIOLOGY RESEARCH ASSOCIATES",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Provided for stress research only, contact Dr. R. Wells, Mote Marine Lab",2004,2,3,"E. OF JEWISH KEY",,,,"FLORIDA","UNITED STATES OF AMERICA",27.45,1,"Minute",-82.666666,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",4/2/2004 0:00:00,,,,,"I- SKIN W/ BLUBBER. FIRST CAPTURE, CALF OF FB33 .  C/O MOTE MARINE LAB BRIAN BALMER/RANDALL WELLS 941-388-4441,FAX 941-388-4223",5/31/2012 16:08:43,"dan.prosperi",6/24/2022 7:38:35
39135,,,"FB177/2004",203883,,,,,,,,"BIOPSY (PROJECTILE)",632,"MICHAEL SCOTT",338,"DOLPHIN BIOLOGY RESEARCH ASSOCIATES",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Provided for stress research only, contact Dr. R. Wells, Mote Marine Lab",2004,2,3,"E. OF JEWISH KEY",,,,"FLORIDA","UNITED STATES OF AMERICA",27.45,1,"Minute",-82.666666,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",4/2/2004 0:00:00,,,,,"I- SKIN W/ BLUBBER, FIRST CAPTURE, CALF OF FB7.  C/O MOTE MARINE LAB BRIAN BALMER/RANDALL WELLS 941-388-4441,FAX 941-388-4223",5/31/2012 16:08:43,"dan.prosperi",6/24/2022 7:38:35
39136,,,"FB125/2004",203884,,,,,,,,"BIOPSY (PROJECTILE)",632,"MICHAEL SCOTT",338,"DOLPHIN BIOLOGY RESEARCH ASSOCIATES",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Provided for stress research only, contact Dr. R. Wells, Mote Marine Lab",2004,2,4,"QUICK PT. BAR",,,,"FLORIDA","UNITED STATES OF AMERICA",27.35,1,"Minute",-82.566666,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",4/2/2004 0:00:00,,,,,"I- SKIN W/ BLUBBER, ANNIE, THERMAL PAC (4 HRS).  C/O MOTE MARINE LAB BRIAN BALMER/RANDALL WELLS 941-388-4441,FAX 941-388-4223",5/31/2012 16:08:43,"dan.prosperi",6/24/2022 7:38:35
39137,,,"FB175/2004",203885,,,,,,,,"BIOPSY (PROJECTILE)",632,"MICHAEL SCOTT",338,"DOLPHIN BIOLOGY RESEARCH ASSOCIATES",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Provided for stress research only, contact Dr. R. Wells, Mote Marine Lab",2004,2,5,"S. OF LIDO KEY",,,,"FLORIDA","UNITED STATES OF AMERICA",27.3,1,"Minute",-82.566666,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",4/2/2004 0:00:00,,,,,"I- SKIN W/ BLUBBER, MOTHER OF FB226.  C/O MOTE MARINE LAB BRIAN BALMER/RANDALL WELLS 941-388-4441,FAX 941-388-4223",5/31/2012 16:08:43,"dan.prosperi",6/24/2022 7:38:35
39138,,,"FB226/2004",203886,,,,,,,,"BIOPSY (PROJECTILE)",632,"MICHAEL SCOTT",338,"DOLPHIN BIOLOGY RESEARCH ASSOCIATES",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Provided for stress research only, contact Dr. R. Wells, Mote Marine Lab",2004,2,5,"S. OF LIDO KEY",,,,"FLORIDA","UNITED STATES OF AMERICA",27.3,1,"Minute",-82.566666,1,"Minute",2,"North Atlantic","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",4/2/2004 0:00:00,,,,,"I- SKIN W/ BLUBBER, FIRST CAPTURE, CALF OF FB175.  C/O MOTE MARINE LAB BRIAN BALMER/RANDALL WELLS 941-388-4441,FAX 941-388-4223",5/31/2012 16:08:43,"dan.prosperi",6/24/2022 7:38:35
39139,,,"FB02/2004",203887,,,,,,,,"BIOPSY (PROJECTILE)",632,"MICHAEL SCOTT",338,"DOLPHIN BIOLOGY RESEARCH ASSOCIATES",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Provided for stress research only, contact Dr. R. Wells, Mote Marine Lab",2004,2,9,"S. OF BOWLEE'S CREEK",,,,"FLORIDA","UNITED STATES OF AMERICA",27.4,1,"Minute",-82.583333,1,"Minute",2,"North Atlantic","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",4/2/2004 0:00:00,,,,,"I- SKIN W/ BLUBBER, THERMAL PAC (30 MIN).  C/O MOTE MARINE LAB BRIAN BALMER/RANDALL WELLS 941-388-4441,FAX 941-388-4223",5/31/2012 16:08:43,"dan.prosperi",6/24/2022 7:38:35
39140,,,"FB65/2004",203888,,,,,,,,"BIOPSY (PROJECTILE)",632,"MICHAEL SCOTT",338,"DOLPHIN BIOLOGY RESEARCH ASSOCIATES",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Provided for stress research only, contact Dr. R. Wells, Mote Marine Lab",2004,2,9,"MOUTH OF PALMA SOLA BAY",,,,"FLORIDA","UNITED STATES OF AMERICA",27.483333,1,"Minute",-82.7,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",4/2/2004 0:00:00,,,,,"I- SKIN W/ BLUBBER,TRAMP,MOTHER OF FB228,THERMAL PAC(<1MIN).  C/O MOTE MARINE LAB BRIAN BALMER/RANDALL WELLS 941-388-4441,FAX 941-388-4223",5/31/2012 16:08:43,"dan.prosperi",6/24/2022 7:38:35
39141,,,"FB228/2004",203889,,,,,,,,"BIOPSY (PROJECTILE)",632,"MICHAEL SCOTT",338,"DOLPHIN BIOLOGY RESEARCH ASSOCIATES",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Provided for stress research only, contact Dr. R. Wells, Mote Marine Lab",2004,2,9,"MOUTH OF PALMA SOLA BAY",,,,"FLORIDA","UNITED STATES OF AMERICA",27.483333,1,"Minute",-82.7,1,"Minute",2,"North Atlantic","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",4/2/2004 0:00:00,,,,,"I- SKIN W/ BLUBBER,FIRST CAPTURE, CALF OF FB65.  C/O MOTE MARINE LAB BRIAN BALMER/RANDALL WELLS 941-388-4441,FAX 941-388-4223",5/31/2012 16:08:43,"dan.prosperi",6/24/2022 7:38:35
39142,,,"FB11/2004",203890,,,,,,,,"BIOPSY (PROJECTILE)",632,"MICHAEL SCOTT",338,"DOLPHIN BIOLOGY RESEARCH ASSOCIATES",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Provided for stress research only, contact Dr. R. Wells, Mote Marine Lab",2004,2,10,"ANNA MARIA SOUND",,,,"FLORIDA","UNITED STATES OF AMERICA",27.516666,1,"Minute",-82.7,1,"Minute",2,"North Atlantic","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",4/2/2004 0:00:00,,,,,"I- SKIN W/ BLUBBER,MOTHER OF FB179,THERMAL PAC(<1MIN).  C/O MOTE MARINE LAB BRIAN BALMER/RANDALL WELLS 941-388-4441,FAX 941-388-4223",5/31/2012 16:08:43,"dan.prosperi",6/24/2022 7:38:35
39143,,,"FB118/2004",203891,,,,,,,,"BIOPSY (PROJECTILE)",632,"MICHAEL SCOTT",338,"DOLPHIN BIOLOGY RESEARCH ASSOCIATES",,,,,"NMK","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Provided for stress research only, contact Dr. R. Wells, Mote Marine Lab",2004,2,10,"SISTER KEY FLATS",,,,"FLORIDA","UNITED STATES OF AMERICA",27.433333,1,"Minute",-82.633333,1,"Minute",2,"North Atlantic","M","Field determination: external exam only; live animal or carcass was examined but not dissected.",4/2/2004 0:00:00,,,,,"I- SKIN W/ BLUBBER, THERMAL PAC(30MIN).  C/O MOTE MARINE LAB BRIAN BALMER/RANDALL WELLS 941-388-4441,FAX 941-388-4223",5/31/2012 16:08:43,"dan.prosperi",6/24/2022 7:38:35
39626,,,"KXD0061",204325,,,,,,,,"STRANDING",398,"STRANDING COORDINATOR ",1,"SWFSC",,,"NMFS, Southwest Fisheries Science Center",,"K_D","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2004,4,7,"SAN CLEMENTE, TRESTLES BEACH",,,"San Diego","CALIFORNIA","UNITED STATES OF AMERICA",33.383333,1,"Minute",-117.6,1,"Minute",1,"North Pacific","M","Field determination: gonads were examined; carcass was examined and dissected.",4/15/2004 0:00:00,,,,,"ASSIGNED COASTAL POP",5/31/2012 16:08:51,"dan.prosperi",6/8/2022 7:21:53
40915,,,"JLL040707.01",204956,,,,,,,,"BIOPSY (PROJECTILE)",474,"DAVE WELLER",1,"SWFSC",,,"J.LOWTHER , Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"SJC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2004,7,7,"OFF BLACKS BEACH",,,"San Diego","CALIFORNIA","UNITED STATES OF AMERICA",32.933333,1,"Minute",-117.266666,1,"Minute",1,"North Pacific","U",,7/20/2004 0:00:00,,,,,"LOAN 196.  J.Lowther no longer with SWFSC. Per 12/10/2012 email it was decided D. Weller would become the contact for these samples.",5/31/2012 16:09:14,"dan.prosperi",7/1/2022 8:10:41
40916,,,"JLL040707.02",204957,,,,,,,,"BIOPSY (PROJECTILE)",474,"DAVE WELLER",1,"SWFSC",,,"J.LOWTHER , Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"SJC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2004,7,7,"OFF BLACKS BEACH",,,"San Diego","CALIFORNIA","UNITED STATES OF AMERICA",32.933333,1,"Minute",-117.266666,1,"Minute",1,"North Pacific","U",,7/20/2004 0:00:00,,,,,"J.Lowther no longer with SWFSC. Per 12/10/2012 email it was decided D. Weller would become the contact for these samples.",5/31/2012 16:09:14,"dan.prosperi",7/1/2022 8:10:41
41538,,,"HYDE040803.01",205549,,,,,,,,"BIOPSY (PROJECTILE)",552,"JOHN HYDE",1,"SWFSC",,,"J. Hyde, Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"JRH","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2004,8,3,"OFF TORREY PINES",,,"San Diego","CALIFORNIA","UNITED STATES OF AMERICA",32.95,1,"Minute",-117.266666,1,"Minute",1,"North Pacific","U",,8/10/2004 0:00:00,,,,,"GROUP OF 3 FEEDING ON SCHOOLS OF ANCHOVY, PIC OF GROUP",5/31/2012 16:09:23,"dan.prosperi",6/10/2022 15:06:32
41539,,,"HYDE040803.02",205550,,,,,,,,"BIOPSY (PROJECTILE)",552,"JOHN HYDE",1,"SWFSC",,,"J. Hyde, Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"JRH","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2004,8,3,"OFF TORREY PINES",,,"San Diego","CALIFORNIA","UNITED STATES OF AMERICA",32.95,1,"Minute",-117.266666,1,"Minute",1,"North Pacific","U",,8/10/2004 0:00:00,,,,,"GROUP OF 3 FEEDING ON SCHOOLS OF ANCHOVY, PIC OF GROUP",5/31/2012 16:09:23,"dan.prosperi",6/10/2022 15:06:32
41540,,,"HYDE040803.03",205551,,,,,,,,"BIOPSY (PROJECTILE)",552,"JOHN HYDE",1,"SWFSC",,,"J. Hyde, Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"JRH","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2004,8,3,"OFF TORREY PINES",,,"San Diego","CALIFORNIA","UNITED STATES OF AMERICA",32.883333,1,"Minute",-117.25,1,"Minute",1,"North Pacific","U",,8/10/2004 0:00:00,,,,,"GROUP OF 5 OFF GLIDERPORT AREA. PIC OF THIS ANIMAL #16",5/31/2012 16:09:23,"dan.prosperi",6/10/2022 15:06:32
41541,,,"HYDE040803.04",205552,,,,,,,,"BIOPSY (PROJECTILE)",552,"JOHN HYDE",1,"SWFSC",,,"J. Hyde, Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"JRH","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2004,8,3,"OFF TORREY PINES",,,"San Diego","CALIFORNIA","UNITED STATES OF AMERICA",32.883333,1,"Minute",-117.25,1,"Minute",1,"North Pacific","U",,8/10/2004 0:00:00,,,,,"GROUP OF 5 OFF GLIDERPORT AREA, FEEDING. PIC OF THIS ANIMAL #16, LOAN 196",5/31/2012 16:09:23,"dan.prosperi",6/10/2022 15:06:32
41546,,,"OCNMS003-2004",205557,,,,,,,,"STRANDING",358,"Kristin Wilkinson",460,"NMFS,NMML",,,"NMFS, NWR Stranding Network",,"SJC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2004,6,14,"CLALLAM, E. SEQUIM BAY, FRONT 187 E. SEQUIM BAY RD",,,,"WASHINGTON","UNITED STATES OF AMERICA",48.05,1,"Minute",-123.016666,1,"Minute",1,"North Pacific","F","Field determination: external exam only; live animal or carcass was examined but not dissected.",8/11/2004 0:00:00,,,,,"INFORM STEPHANIE NORMAN WHEN SAMPLE IS WORKED UP, SPECIES ID CONFIRMED MACMATCH, 98% AND GENBANK, coastal ecotype per EA",5/31/2012 16:09:24,"dan.prosperi",6/8/2022 7:21:53
41578,,,"HYDE040811.01",205588,,,,,,,,"BIOPSY (PROJECTILE)",552,"JOHN HYDE",1,"SWFSC",,,"J. Hyde, Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"JRH","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2004,8,11,"OFF TORREY PINES",,,"San Diego","CALIFORNIA","UNITED STATES OF AMERICA",32.95,1,"Minute",-117.266666,1,"Minute",1,"North Pacific","U",,8/13/2004 0:00:00,,,,,"LOAN 196",5/31/2012 16:09:24,"dan.prosperi",6/10/2022 15:06:32
41579,,,"HYDE040811.02",205589,,,,,,,,"BIOPSY (PROJECTILE)",552,"JOHN HYDE",1,"SWFSC",,,"J. Hyde, Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"JRH","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2004,8,11,"OFF TORREY PINES",,,"San Diego","CALIFORNIA","UNITED STATES OF AMERICA",32.95,1,"Minute",-117.266666,1,"Minute",1,"North Pacific","U",,8/13/2004 0:00:00,,,,,,5/31/2012 16:09:24,"dan.prosperi",6/10/2022 15:06:32
41757,,,"HYDE040818.2",205764,,,,,,,,"BIOPSY (PROJECTILE)",552,"JOHN HYDE",1,"SWFSC",,,"J. Hyde, Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"JRH","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2004,8,18,"LA JOLLA SHORES, TORREY PINES",,,,"CALIFORNIA","UNITED STATES OF AMERICA",32.716666,1,"Minute",-117.383333,1,"Minute",1,"North Pacific","U",,9/21/2004 0:00:00,,,,,"BLUBBER ATTACHED TO SKIN",5/31/2012 16:09:27,"dan.prosperi",6/10/2022 15:06:32
41758,,,"HYDE040818.3",205765,,,,,,,,"BIOPSY (PROJECTILE)",552,"JOHN HYDE",1,"SWFSC",,,"J. Hyde, Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"JRH","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2004,8,18,"LA JOLLA SHORES, TORREY PINES",,,,"CALIFORNIA","UNITED STATES OF AMERICA",32.716666,1,"Minute",-117.383333,1,"Minute",1,"North Pacific","U",,9/21/2004 0:00:00,,,,,"BLUBBER ATTACHED TO SKIN",5/31/2012 16:09:27,"dan.prosperi",6/10/2022 15:06:32
41759,,,"HYDE040818.4",205766,,,,,,,,"BIOPSY (PROJECTILE)",552,"JOHN HYDE",1,"SWFSC",,,"J. Hyde, Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"JRH","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2004,8,18,"LA JOLLA SHORES, TORREY PINES",,,,"CALIFORNIA","UNITED STATES OF AMERICA",32.716666,1,"Minute",-117.383333,1,"Minute",1,"North Pacific","U",,9/21/2004 0:00:00,,,,,"BLUBBER ATTACHED TO SKIN",5/31/2012 16:09:27,"dan.prosperi",6/10/2022 15:06:32
41819,,,"JLL040928.01",205776,,,,,,,,"BIOPSY (PROJECTILE)",474,"DAVE WELLER",1,"SWFSC",,,"J.LOWTHER , Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"SJC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2004,9,28,"TORREY PINES",,,"San Diego","CALIFORNIA","UNITED STATES OF AMERICA",32.966666,1,"Minute",-117.266666,1,"Minute",1,"North Pacific","U",,10/5/2004 0:00:00,,,,,"BLUBBER ATTACHED TO SKIN, LOAN 196.  J.Lowther no longer with SWFSC. Per 12/10/2012 email it was decided D. Weller would become the contact for these samples.",5/31/2012 16:09:28,"dan.prosperi",7/1/2022 8:10:41
41820,,,"JLL040928.02",205777,,,,,,,,"BIOPSY (PROJECTILE)",474,"DAVE WELLER",1,"SWFSC",,,"J.LOWTHER , Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"SJC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2004,9,28,"CARLSBAD",,,"San Diego","CALIFORNIA","UNITED STATES OF AMERICA",33.116666,1,"Minute",-117.333333,1,"Minute",1,"North Pacific","U",,10/5/2004 0:00:00,,,,,"BLUBBER ATTACHED TO SKIN, LOAN 196.  J.Lowther no longer with SWFSC. Per 12/10/2012 email it was decided D. Weller would become the contact for these samples.",5/31/2012 16:09:28,"dan.prosperi",7/1/2022 8:10:41
41821,,,"JLL040928.03",205778,,,,,,,,"BIOPSY (PROJECTILE)",474,"DAVE WELLER",1,"SWFSC",,,"J.LOWTHER , Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"SJC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2004,9,28,"CARLSBAD",,,"San Diego","CALIFORNIA","UNITED STATES OF AMERICA",33.116666,1,"Minute",-117.333333,1,"Minute",1,"North Pacific","U",,10/5/2004 0:00:00,,,,,"BLUBBER ATTACHED TO SKIN, LOAN 196.  J.Lowther no longer with SWFSC. Per 12/10/2012 email it was decided D. Weller would become the contact for these samples.",5/31/2012 16:09:28,"dan.prosperi",7/1/2022 8:10:41
41822,,,"JLL040928.04",205779,,,,,,,,"BIOPSY (PROJECTILE)",474,"DAVE WELLER",1,"SWFSC",,,"J.LOWTHER , Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"SJC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2004,9,28,"CARLSBAD",,,"San Diego","CALIFORNIA","UNITED STATES OF AMERICA",33.133333,1,"Minute",-117.333333,1,"Minute",1,"North Pacific","U",,10/5/2004 0:00:00,,,,,"BLUBBER ATTACHED TO SKIN, LOAN 196.  J.Lowther no longer with SWFSC. Per 12/10/2012 email it was decided D. Weller would become the contact for these samples.",5/31/2012 16:09:28,"dan.prosperi",7/1/2022 8:10:41
42192,,,"JLL041022.01",205934,,,,,,,,"BIOPSY (PROJECTILE)",474,"DAVE WELLER",1,"SWFSC",,,"J.LOWTHER , Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"SJC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2004,10,22,"ENCINITAS, LEUCADIA",,,,"CALIFORNIA","UNITED STATES OF AMERICA",33.1,1,"Minute",-117.316666,1,"Minute",1,"North Pacific","U",,10/28/2004 0:00:00,,,,,"J.Lowther no longer with SWFSC. Per 12/10/2012 email it was decided D. Weller would become the contact for these samples.",5/31/2012 16:09:34,"dan.prosperi",7/1/2022 8:10:41
42193,,,"JLL041022.02",205935,,,,,,,,"BIOPSY (PROJECTILE)",474,"DAVE WELLER",1,"SWFSC",,,"J.LOWTHER , Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,"SJC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","Y","Donator requested that PI request permission to use in study",2004,10,22,"CARLSBAD",,,,"CALIFORNIA","UNITED STATES OF AMERICA",33.1,1,"Minute",-117.316666,1,"Minute",1,"North Pacific","U",,10/28/2004 0:00:00,,,,,"LOAN 196.  J.Lowther no longer with SWFSC. Per 12/10/2012 email it was decided D. Weller would become the contact for these samples.",5/31/2012 16:09:34,"dan.prosperi",7/1/2022 8:10:41
42200,,,"LMLTT15AUG2004",205942,,,,,,,,"STRANDING",543,"JIM HARVEY",7,"Moss Landing Marine Laboratories",,,"Moss Landing Marine Laboratories, CA Stranding Network Participants",,"SJC","018","C","CETACEA","T tru","Tursiops","truncatus","Bottlenose dolphin","N",,2004,8,15,"SANTA CRUZ, WATSONVILLE, MANRESA STATE BEACH",,,,"CALIFORNIA","UNITED STATES OF AMERICA",36.916666,1,"Minute",-121.85,1,"Minute",1,"North Pacific","M","Field determination: gonads were examined; carcass was examined and dissected.",10/28/2004 0:00:00,,,,,"LENGTH: 245 CM, ASSIGNED COASTAL POP, LOAN 196.  Additional Contact:  P.O. BOX 450, TIFFINI BROOKENS-TJBROOKEN@AOL.COM",5/31/2012 16:09:34,"dan.prosperi",6/21/2022 9:17:40
